YEAR,MO,DY,Temperature,Relative_Humidity,Specific_Humidity,Precipitation,Pressure,Wind_Speed,Wind_Direction
2009,9,9,25.8,90,18.68,8.3,100.23,4.14,271.5
2009,9,10,26.04,91.12,19.23,10.04,100.13,3.7,241.56
2009,9,11,26.96,88.38,19.65,0.42,100.19,3.91,236
2009,9,12,27.27,87.88,19.84,2.9,100.28,3.41,226.81
2009,9,13,26.82,92.31,20.39,38.61,100.41,2.95,212.81
2009,9,14,26.49,92.88,20.14,17.92,100.36,2.88,230.88
2009,9,15,26.55,92.06,20.02,14.68,100.2,3.08,244.06
2009,9,16,26.44,91.5,19.71,0.62,100.33,2.3,236.69
2009,9,17,27.68,81.94,18.8,0.1,100.48,1.22,243.06
2009,9,18,27.69,84.94,19.59,1.31,100.5,1.68,272.94
2009,9,19,27.26,87.38,19.71,1.85,100.44,2.49,281.06
2009,9,20,26.74,90.25,19.78,9.26,100.5,3.07,264.44
2009,9,21,26.08,90.25,18.98,0,100.47,2.77,250.75
2009,9,22,25.56,89,18.19,0.61,100.39,2.92,255.75
2009,9,23,25.42,90.5,18.37,4.38,100.26,3.14,274.62
2009,9,24,26.09,89.44,18.86,21.07,100.19,4.11,258.62
2009,9,25,26.19,91.25,19.41,12.81,100.16,4.2,235.06
2009,9,26,26.1,90.38,19.1,13,100.16,4.56,244.62
2009,9,27,25.41,92.44,18.86,11.18,100.08,4.5,263.38
2009,9,28,24.98,92.19,18.37,2.26,99.82,6,267.88
2009,9,29,25.42,92.06,18.86,3.49,99.64,6.89,258.12
2009,9,30,26.01,90.5,19.17,7.98,99.76,6.3,245.69
2009,10,1,26.33,90.19,19.35,0.68,100.08,2.73,236.81
2009,10,2,26.8,88.69,19.47,4.7,100.26,2.9,252.31
2009,10,3,25.93,93.62,19.65,20.75,100.29,3.18,248.06
2009,10,4,26.8,87.75,19.23,6.48,100.34,1.53,220.12
2009,10,5,26.93,87.69,19.41,2.03,100.31,2.05,130.38
2009,10,6,26.09,91.69,19.41,6.95,100.32,2.26,189.19
2009,10,7,25.72,90.5,18.74,1.36,100.27,2.37,229.31
2009,10,8,25.88,90.19,18.8,2.61,100.22,2.87,230.56
2009,10,9,25.43,93.44,19.04,4.08,100.28,2.89,211.5
2009,10,10,25.88,89.94,18.74,9,100.32,2.4,227.81
2009,10,11,25.51,89.38,18.19,3.88,100.56,3.1,173.12
2009,10,12,26.35,87.12,18.55,0,100.51,2.07,204.69
2009,10,13,26.65,86.44,18.74,0.74,100.53,2.24,244.38
2009,10,14,26.57,88.44,19.17,12.83,100.46,1.84,260.56
2009,10,15,26.86,84.88,18.62,20.49,100.42,1.98,128.62
2009,10,16,25.47,92.81,18.92,24.75,100.35,2.61,210.44
2009,10,17,25.43,91.12,18.55,3.67,100.2,2.25,260.69
2009,10,18,25.81,92.5,19.29,3.94,100.23,3.04,259
2009,10,19,26.12,90.44,19.1,3.73,100.31,2.59,255.5
2009,10,20,26.38,88.44,18.92,0.03,100.37,1.87,232.12
2009,10,21,26.65,90.25,19.65,2.09,100.42,2.26,215.5
2009,10,22,26.36,89.81,19.29,9.41,100.45,1.88,257.44
2009,10,23,25.92,92.81,19.41,4.51,100.41,2.24,234.81
2009,10,24,26.21,87.5,18.55,14.62,100.36,1.83,220.44
2009,10,25,24.67,91.62,17.82,12.17,100.41,1.88,226.94
2009,10,26,25.93,87.38,18.19,1.35,100.48,3.25,113.44
2009,10,27,26.14,83.25,17.4,0.23,100.43,2.48,116
2009,10,28,25.23,80.62,15.81,0,100.5,2.45,99.06
2009,10,29,25.41,82,16.36,6.03,100.55,2.2,93.81
2009,10,30,26.01,81.62,16.85,8.12,100.49,1.73,117.56
2009,10,31,26.28,82.62,17.4,0,100.39,1.88,107.94
2009,11,1,26.9,78.88,17.21,0,100.38,1.48,111.44
2009,11,2,26.51,82.62,17.76,1.86,100.3,1.91,130.31
2009,11,3,26.59,86.88,18.8,4.43,100.46,4.09,100.69
2009,11,4,26.4,83.19,17.7,1.16,100.52,2.22,109.56
2009,11,5,27.14,81.25,18.19,0.34,100.35,2.44,68.31
2009,11,6,26.17,85.44,18.07,3.68,100.28,2.34,63.69
2009,11,7,25.42,90.25,18.37,0.61,100.26,2.2,105.69
2009,11,8,27.16,85.25,19.04,0.01,100.22,2.11,108.19
2009,11,9,27.01,84,18.62,0.03,100.11,1.82,137.62
2009,11,10,26.97,85.62,18.92,0.36,100.02,2.34,115.94
2009,11,11,26.98,88,19.53,3.84,100.1,2.87,125.69
2009,11,12,27.01,86.81,19.23,0,100.36,3.18,126.69
2009,11,13,26.75,86.12,18.74,0.07,100.42,2.54,90
2009,11,14,26.61,83.94,18.07,0.01,100.31,1.77,129.31
2009,11,15,26.28,86,18.19,0,100.31,2.3,116.12
2009,11,16,26.56,85.12,18.37,0.07,100.38,1.97,117.25
2009,11,17,27.01,84.12,18.55,0.23,100.46,2.51,93.88
2009,11,18,24.83,76.25,14.77,0,100.57,1.98,137.62
2009,11,19,25.9,77.88,16.11,0.04,100.65,2.02,92.44
2009,11,20,26.41,76.38,16.3,0.61,100.64,3.12,58.12
2009,11,21,25.68,73.38,15.01,0.01,100.64,3.98,20.81
2009,11,22,24.19,77.62,14.59,0.13,100.59,3.18,188.69
2009,11,23,24.48,79.12,15.14,0.11,100.55,2.38,202
2009,11,24,24.72,82.88,15.99,0.43,100.45,1.94,260.44
2009,11,25,25.23,86.75,17.33,23.53,100.47,1.72,198.38
2009,11,26,26.3,85.88,18.19,3.46,100.46,1.53,210
2009,11,27,26.51,87.88,18.92,29,100.52,1.45,224.25
2009,11,28,27.04,83.88,18.49,0.1,100.57,1.21,215.19
2009,11,29,26.1,77.62,16.11,2.41,100.63,1.28,127.38
2009,11,30,25.26,84.31,16.72,17.1,100.69,1.62,125.19
2009,12,1,24.03,83.25,15.38,0.04,100.71,1.45,108.06
2009,12,2,25.41,83,16.6,0.02,100.71,2.15,98.44
2009,12,3,25.36,80.81,16.05,0.01,100.7,1.99,109.75
2009,12,4,24.03,78.44,14.34,0,100.67,1.8,118.69
2009,12,5,24.26,78.81,14.53,0.02,100.63,1.9,109.94
2009,12,6,24.56,81.38,15.38,0,100.61,2.09,93.75
2009,12,7,24.61,82.44,15.62,0,100.67,2.28,99.88
2009,12,8,24.51,82.88,15.62,0,100.65,3,113.19
2009,12,9,24.05,83.81,15.38,0,100.62,2.41,101.75
2009,12,10,23.75,82.06,14.77,0,100.54,2.27,118
2009,12,11,24.06,81.5,14.89,0,100.56,2.09,80.94
2009,12,12,25.21,82.75,16.36,0,100.47,2.01,99.75
2009,12,13,26.05,81.69,16.91,0.01,100.51,1.58,100.5
2009,12,14,26,82.44,17.09,0.44,100.61,1.84,130.12
2009,12,15,26.26,84.62,17.88,5.94,100.63,1.95,169.69
2009,12,16,25.96,86.31,17.94,7.57,100.7,2.2,130.06
2009,12,17,25.85,80.12,16.42,0,100.71,1.94,95
2009,12,18,25.93,78.44,16.05,0.07,100.83,2.1,95.88
2009,12,19,25.7,77.75,15.75,0.06,100.94,2.09,91.88
2009,12,20,25.29,77.62,15.38,0.02,100.97,1.91,96.5
2009,12,21,24.62,74.25,14.04,0,100.88,1.59,98.75
2009,12,22,24.17,74.31,13.67,0,100.74,1.8,136.69
2009,12,23,25,77.31,14.95,0,100.63,2.02,149.56
2009,12,24,26.12,79.88,16.48,0,100.54,2.16,104.06
2009,12,25,26.48,80.94,17.15,0,100.46,2.67,122.69
2009,12,26,26.25,80.88,16.97,0.38,100.43,2.52,114.69
2009,12,27,26.08,82.62,17.21,1.26,100.43,2.66,125.31
2009,12,28,25.4,79.94,15.81,0,100.41,2.68,128
2009,12,29,25.11,78.81,15.26,0,100.43,2.55,121
2009,12,30,25.39,79.25,15.62,0,100.41,2.28,120.38
2009,12,31,25.54,78.31,15.5,0,100.39,2.22,119.06
2010,1,1,25.55,75.88,14.95,0,100.39,2.12,139.25
2010,1,2,26.01,72.56,14.83,0,100.42,2.89,108.94
2010,1,3,27.18,74.25,16.24,0,100.42,2.57,118.81
2010,1,4,26.55,75.31,15.81,0,100.37,2.86,120.06
2010,1,5,26.12,77,15.75,0,100.37,3.58,124.25
2010,1,6,26.06,72.75,14.53,0,100.46,3.9,127.38
2010,1,7,26.12,70,14.22,0,100.59,3.09,121.38
2010,1,8,25.9,71.81,14.4,0,100.63,2.2,153.88
2010,1,9,26.35,72.25,14.95,0.01,100.57,2.63,115.75
2010,1,10,26.58,73,15.38,0.01,100.58,2.36,109.25
2010,1,11,26.46,72.75,15.08,0,100.68,2.17,187.31
2010,1,12,26.44,71.69,14.65,0.01,100.72,2.48,121.25
2010,1,13,26.32,66.12,13.55,0.02,100.87,2.3,92.69
2010,1,14,25.91,62.88,12.51,0.02,101,2.6,80.94
2010,1,15,25.63,63.94,12.45,0.01,100.92,2.17,91.44
2010,1,16,25.11,62.88,11.96,0,100.96,2.28,124.75
2010,1,17,26.05,64.06,13.06,0.03,100.89,1.84,108.31
2010,1,18,25.8,64.81,13,0.43,100.78,2.26,83.81
2010,1,19,23.61,89.88,16.36,27.5,100.61,3.22,255.62
2010,1,20,24.66,90.75,17.58,15.28,100.43,6.05,144.38
2010,1,21,25.33,86.06,17.15,0.22,100.72,3.94,134.19
2010,1,22,25.63,83.12,16.85,0,100.75,3.91,117.25
2010,1,23,25.85,76.94,15.56,0.01,100.74,3.03,112.88
2010,1,24,25.52,75,14.71,0,100.76,3.32,111
2010,1,25,26.42,73.88,15.2,0.5,100.67,2.68,100.12
2010,1,26,26.58,71.38,14.89,0.71,100.7,2.57,88.69
2010,1,27,26.01,66.62,13.24,0,100.7,3.2,101.94
2010,1,28,26.53,71.62,14.71,0,100.68,3.31,108.94
2010,1,29,26.87,72.5,15.14,0,100.68,3.09,110.12
2010,1,30,26.73,70.19,14.53,0,100.66,3.77,128.75
2010,1,31,26.82,69.56,14.28,0,100.72,3.15,113.38
2010,2,1,27.18,70.19,14.65,0,100.61,3.35,123.69
2010,2,2,27.65,73.12,15.99,0,100.54,3.78,132.06
2010,2,3,27.87,70.88,15.81,0,100.57,4,128.75
2010,2,4,26.94,70.5,14.59,0,100.62,4.19,132.25
2010,2,5,27.58,70.19,14.95,0,100.6,3.95,120.81
2010,2,6,27.55,68.31,14.95,0,100.69,4.59,130.94
2010,2,7,27.91,65.94,14.53,0,100.7,4.48,125.62
2010,2,8,27.37,70.88,15.26,0,100.62,5.01,124.38
2010,2,9,27.35,70.19,15.01,0,100.61,4.99,124.62
2010,2,10,27.67,69.38,15.01,0,100.61,4.72,127.12
2010,2,11,27.77,69.69,15.14,0,100.7,4.51,128.44
2010,2,12,27.68,68.56,14.65,0,100.72,4.64,129.5
2010,2,13,28.08,65.94,14.28,0,100.58,4.09,118.62
2010,2,14,28.05,63.44,13.79,0,100.5,4.45,119.94
2010,2,15,28.16,63.38,13.79,0,100.61,4.42,121.62
2010,2,16,28.18,61.62,13.24,0,100.62,4.73,121.19
2010,2,17,28.31,59.75,13.18,0,100.62,3.15,131.94
2010,2,18,29.15,59.75,13.67,0,100.61,2.92,143.12
2010,2,19,29.12,61.06,14.4,0,100.66,3.44,117
2010,2,20,29.37,58.62,14.16,0,100.66,3.84,108.94
2010,2,21,28.76,63.69,15.01,0,100.65,3.92,126.88
2010,2,22,28.8,63.75,15.08,0,100.65,3.98,138.31
2010,2,23,28.38,62.31,14.16,0,100.54,5.12,135.25
2010,2,24,28.19,65.44,14.53,0,100.47,3.7,146.62
2010,2,25,28.77,65.38,14.65,0,100.49,3.03,150.81
2010,2,26,29.3,63.38,14.77,0,100.44,3.43,143.69
2010,2,27,29.41,64.75,15.5,0,100.43,3.86,141.81
2010,2,28,28.98,62.88,14.65,0,100.56,4.95,139.19
2010,3,1,29.02,63.44,14.47,0,100.64,4.5,135.5
2010,3,2,29.98,63.75,15.75,0,100.51,3.38,148.25
2010,3,3,29.55,64.25,15.93,0,100.44,4.5,144.38
2010,3,4,29.75,61.62,15.14,0.01,100.45,3.27,163.12
2010,3,5,29.46,63.81,15.69,0,100.5,3.97,158.88
2010,3,6,30.23,60.19,14.77,0,100.55,3.44,161
2010,3,7,29.99,61.94,15.44,0,100.59,3.95,148.75
2010,3,8,29.93,63.06,15.93,0,100.59,4.46,142.5
2010,3,9,30.28,60.5,15.56,0,100.73,4.13,129
2010,3,10,31.01,46.19,12.15,0,100.77,2.43,84.56
2010,3,11,30.05,48.31,12.08,0,100.9,3.52,100.88
2010,3,12,30.33,52.88,13.24,0,100.82,3.75,141.38
2010,3,13,30.28,58.31,14.47,0,100.67,4.73,130.38
2010,3,14,30.13,60.19,15.01,0.07,100.54,5.11,134.25
2010,3,15,30.37,57.12,14.1,0,100.47,4.43,128.56
2010,3,16,30.1,55.81,13.55,0,100.56,6.24,118
2010,3,17,31.25,47.88,12.51,0.02,100.67,4.03,117.25
2010,3,18,31.37,45,11.84,0.05,100.66,5.07,99.38
2010,3,19,30.32,48.25,12.08,0,100.56,3.72,110.75
2010,3,20,30.58,56.25,14.28,0,100.43,4.66,121.94
2010,3,21,30.53,58.56,14.71,0,100.35,5.31,129.69
2010,3,22,30.65,57.25,14.47,0,100.26,5.2,130.81
2010,3,23,30.93,59.69,15.62,0,100.18,4.91,134.06
2010,3,24,31.17,60.81,16.42,0,100.23,3.59,139.62
2010,3,25,31.26,63.12,16.97,2.82,100.26,3.78,127.44
2010,3,26,29.29,64.62,15.75,2.44,100.48,3.34,156.62
2010,3,27,30.32,60.69,15.44,6.23,100.55,2.51,157.75
2010,3,28,30.85,57,14.83,0.14,100.49,2.88,83.12
2010,3,29,30.83,55.69,14.71,0.15,100.53,3.62,109.75
2010,3,30,30.87,56.5,14.77,0.06,100.5,3.55,121.25
2010,3,31,30.89,58.94,15.56,0,100.51,3.26,124.88
2010,4,1,30.37,64.12,16.66,0,100.47,4.16,127.94
2010,4,2,31.37,60.25,16.05,0,100.43,4.08,129.81
2010,4,3,31.37,57.62,15.26,0,100.48,5.54,128.12
2010,4,4,31.3,59.62,16.05,0,100.46,4.23,126.81
2010,4,5,31.16,62.06,16.6,0.01,100.36,4.43,137.38
2010,4,6,31.68,60,16.6,0,100.39,4.63,139
2010,4,7,31.33,57.25,15.26,0,100.53,4.86,138.12
2010,4,8,31.47,56.62,15.14,0,100.55,4.84,129.75
2010,4,9,31.33,58.19,15.81,0,100.41,4.23,139.06
2010,4,10,31.19,58.31,15.87,0,100.25,4.34,144.81
2010,4,11,31.44,56.5,15.32,0,100.25,4.84,148.12
2010,4,12,31.05,56.44,15.32,0,100.26,4.48,148.88
2010,4,13,31.76,51.75,13.61,0,100.33,4.25,139.38
2010,4,14,31.61,58.69,16.05,0.01,100.4,5.5,125.81
2010,4,15,32.32,56,15.62,0.05,100.37,5.57,124.06
2010,4,16,32.04,57.25,16.05,2.16,100.47,5.4,112.62
2010,4,17,31.63,55.81,15.44,2.63,100.54,4.27,113.94
2010,4,18,31.9,55.81,15.44,0.02,100.47,3.93,107.12
2010,4,19,30.94,60.31,16.48,0.02,100.37,3.43,141.75
2010,4,20,30.85,59.88,16.17,0.26,100.3,3.52,148.38
2010,4,21,31.37,60.88,16.78,0,100.32,3.65,140.88
2010,4,22,31.76,59.88,16.91,0.01,100.39,4.26,147.81
2010,4,23,32.08,58.31,16.6,0,100.44,5.15,124.38
2010,4,24,32.22,51.62,14.16,0,100.45,5.77,121.94
2010,4,25,31.75,54.81,14.83,0,100.43,5.16,118.25
2010,4,26,32.4,53.06,14.59,0,100.55,4.92,126.88
2010,4,27,32.55,54.62,15.81,0,100.58,3.38,128.81
2010,4,28,32.02,55.69,15.81,0.02,100.54,3.39,145.44
2010,4,29,31.56,55.81,15.62,0.01,100.52,3.71,133.31
2010,4,30,31.88,48.75,13.49,0.11,100.51,4.87,122.25
2010,5,1,32.47,54.31,15.44,0.49,100.45,4.16,124.44
2010,5,2,31.26,64.62,17.76,7.27,100.35,3.42,122.81
2010,5,3,30.69,62.94,16.78,0.09,100.22,3.17,122.62
2010,5,4,31.84,60.12,16.97,1.12,100.09,2.99,145.88
2010,5,5,32.18,57.25,16.36,0,100.07,3.16,169.25
2010,5,6,33.21,51.38,15.26,0,100.05,3.48,148.19
2010,5,7,33.1,54.69,16.17,0.01,100.04,3.95,143.44
2010,5,8,32.84,58.25,17.4,9.15,99.93,2.96,154.88
2010,5,9,31.34,65.44,18.31,0,99.95,2.29,203.19
2010,5,10,32.78,58.69,17.4,0.16,99.94,3.66,148
2010,5,11,32.13,60.12,17.52,0.08,100.1,4.98,129.75
2010,5,12,32.48,55.88,16.11,0.77,100.13,5.17,123.88
2010,5,13,32.48,58.88,17.27,0.02,100.12,5.06,119.56
2010,5,14,31.59,65.5,18.68,0.3,100.06,4.6,120.06
2010,5,15,32.04,61.88,17.82,0.02,100.05,4.95,131.69
2010,5,16,33.16,57,17.03,0.05,100.1,4.95,129.56
2010,5,17,33.05,56.38,16.66,0.04,100.24,5.26,119.88
2010,5,18,33.31,57.06,17.4,0.22,100.23,3.66,134.88
2010,5,19,33.38,55.75,16.91,0.04,100.29,3.2,136
2010,5,20,31.79,60.06,17.21,0.02,100.38,2.85,166.94
2010,5,21,32.48,60.81,17.7,0.62,100.29,3.74,167.19
2010,5,22,30.53,67.25,18.07,5.66,100.31,2.82,238.94
2010,5,23,32.25,58.19,16.42,0,100.12,4.12,244
2010,5,24,32.98,56.62,17.21,0.66,100.08,4.2,244.75
2010,5,25,31.24,66.31,18.62,4.45,100.13,3.64,242.12
2010,5,26,30.05,70.06,18.37,1.19,100.27,3.23,248.5
2010,5,27,30.58,66.44,17.58,2.25,100.29,3.24,219.25
2010,5,28,30.06,68.19,17.7,0.5,100.38,2.34,205.56
2010,5,29,31.4,63.88,17.46,0.07,100.32,3.27,223.06
2010,5,30,30.37,69.5,18.49,0.69,100.34,2.73,213
2010,5,31,31.44,62.56,17.4,0.18,100.26,2.73,233.81
2010,6,1,32.73,55.56,16.48,0.04,100.2,3.62,238.75
2010,6,2,32.05,58.62,17.09,0.19,100.25,3.8,247.38
2010,6,3,32.04,58.31,16.78,1.04,100.33,3.32,235.81
2010,6,4,33.17,52.94,15.81,0.12,100.28,3.03,238.12
2010,6,5,31.78,60.5,17.15,1.69,100.18,3.2,221.31
2010,6,6,28.94,77.12,19.04,6.63,100.27,2.37,197.62
2010,6,7,29.55,72.12,18.31,0.56,100.31,2.62,235.75
2010,6,8,28.89,76.25,18.74,3.12,100.35,2.3,208.69
2010,6,9,28.9,76.88,18.68,9.99,100.33,1.8,238.12
2010,6,10,28.4,77,18.25,6.62,100.39,1.68,224.19
2010,6,11,29.32,73.19,18.25,0.25,100.37,2.62,147.62
2010,6,12,30.21,69.69,18.01,1.87,100.34,2.12,169.56
2010,6,13,28.95,78.31,19.35,8.55,100.38,1.78,182.62
2010,6,14,29.22,74.81,18.49,5.62,100.41,1.9,199.44
2010,6,15,27.79,85.44,19.9,32.46,100.37,2.23,219.25
2010,6,16,28.19,81.5,19.23,1.08,100.36,2.41,221
2010,6,17,28.15,83.25,19.71,9.95,100.35,2.47,221.5
2010,6,18,27.23,86.31,19.41,6.82,100.41,2.7,243.62
2010,6,19,27.23,83.88,18.8,2.55,100.37,3.21,257.62
2010,6,20,27.16,84.25,18.86,5.04,100.24,1.95,246.69
2010,6,21,27.27,87.62,19.84,25.07,100.19,3.05,185.31
2010,6,22,27.03,89.69,20.02,3.18,100.3,3.16,156.06
2010,6,23,27.32,87.75,19.84,3.18,100.42,2.42,196.75
2010,6,24,28.32,80.69,19.17,1.39,100.23,2.85,236.62
2010,6,25,27.41,86.44,19.71,7.85,100.13,2.57,236.56
2010,6,26,27.55,87.12,20.02,7.25,100.22,2.99,229.38
2010,6,27,27.64,83.38,19.17,0.22,100.28,2.44,231.38
2010,6,28,27.44,83.12,18.86,1.21,100.17,2.41,234.56
2010,6,29,28.11,82.56,19.41,2.04,100.22,2.87,236.94
2010,6,30,27.51,83.25,18.98,5.22,100.28,2.22,189.69
2010,7,1,26.83,88.75,19.53,40.09,100.28,2.16,202.94
2010,7,2,27.18,84.12,18.8,0.33,100.33,1.84,175.81
2010,7,3,27.75,80.75,18.49,0.87,100.43,2.18,181.56
2010,7,4,26.48,87,18.74,2.5,100.55,2.51,135.56
2010,7,5,26.62,84.19,18.25,0.65,100.48,2.11,143.06
2010,7,6,26.99,82.19,18.13,1.79,100.46,2.64,153.19
2010,7,7,27.69,81.31,18.62,13.81,100.43,1.84,178.06
2010,7,8,27.97,80.5,18.68,0.67,100.37,2.02,196.62
2010,7,9,27.33,85.25,19.29,3.87,100.34,2.7,195.69
2010,7,10,27.41,83.81,18.98,1.37,100.39,2.25,184.31
2010,7,11,27.7,83,19.1,1.85,100.4,2.23,194.38
2010,7,12,26.66,88,19.23,21.06,100.36,1.67,210.56
2010,7,13,27.06,84.56,18.86,0.18,100.22,1.81,189.5
2010,7,14,27.4,84.25,19.1,1.71,100.15,2.05,204.06
2010,7,15,26.98,85.81,18.98,0.67,100.17,2.3,202.06
2010,7,16,27.27,84.19,18.92,1.98,100.11,2.59,220.81
2010,7,17,27.66,84,19.29,3.41,100.29,2.29,212.88
2010,7,18,26.9,88.38,19.53,16.63,100.43,2.04,220.31
2010,7,19,27.51,82.25,18.62,0.27,100.36,2.08,219.25
2010,7,20,26.67,89.56,19.59,8.67,100.35,2.07,217.06
2010,7,21,27.12,88.19,19.71,15.33,100.3,3,220.19
2010,7,22,27.16,85.81,19.17,1.12,100.26,2.85,234.06
2010,7,23,26.77,85.44,18.68,1.45,100.2,3.82,240.31
2010,7,24,26.34,87.75,18.8,8.3,100.15,4.34,256.75
2010,7,25,25.57,91.62,18.86,12.4,100.02,3.91,265.69
2010,7,26,26.4,90,19.41,1.36,99.98,2.59,248.62
2010,7,27,27.1,88.5,19.84,2.81,100.17,3.67,197.25
2010,7,28,26.33,88.56,18.92,6.54,100.41,2.88,175.5
2010,7,29,26.98,86.81,19.23,11.26,100.35,2.21,206
2010,7,30,26.43,87.88,18.92,1.11,100.37,3.1,244.56
2010,7,31,26.14,90.75,19.23,8.34,100.39,2.42,231.81
2010,8,1,26.43,89.38,19.23,16.7,100.4,3.01,234.06
2010,8,2,26.26,88.38,18.74,2.79,100.43,3.17,217.88
2010,8,3,27.01,84.69,18.8,0.01,100.27,2.45,241.19
2010,8,4,27.02,84.19,18.68,0.01,100.21,3.8,270.12
2010,8,5,27.15,84.06,18.86,0.05,100.19,4.26,273.44
2010,8,6,26.29,86.25,18.43,1.06,100.22,3.68,267
2010,8,7,26.37,87.38,18.74,9.36,100.08,4.48,253.25
2010,8,8,26.02,88.62,18.68,15.47,100.05,4.51,248.38
2010,8,9,25.94,88.12,18.43,1.65,100.12,4.24,240.56
2010,8,10,26.41,88.31,18.98,8.44,100.17,3.61,235.06
2010,8,11,26.84,88.25,19.41,4.18,100.26,3.23,201.25
2010,8,12,27.52,85.19,19.47,0.38,100.32,2.34,226.94
2010,8,13,27,88.5,19.71,4.33,100.27,1.96,245.12
2010,8,14,26.78,90.75,20.02,34.2,100.29,2.05,242
2010,8,15,26.89,88.19,19.47,0.72,100.43,1.83,198.81
2010,8,16,27.22,86.94,19.59,3.07,100.41,1.7,214.38
2010,8,17,27.98,81.75,19.1,2.56,100.26,1.34,192.69
2010,8,18,27.9,82.06,19.04,0.93,100.27,2.21,132.38
2010,8,19,27.33,85.5,19.29,12.41,100.32,2.25,133.94
2010,8,20,26.65,88.12,19.17,33.3,100.37,2.48,161.19
2010,8,21,26.69,86.94,18.98,5.81,100.28,2.16,229.44
2010,8,22,25.94,90.44,18.92,5.42,100.23,2.43,228.81
2010,8,23,25.75,91.44,18.98,21.56,100.1,3.33,243.06
2010,8,24,26.24,88.56,18.8,6.26,100.29,3.27,208.31
2010,8,25,27.07,86,19.04,0.31,100.47,2.07,186.94
2010,8,26,27.04,87.19,19.41,12.95,100.42,2.16,239.25
2010,8,27,26.45,89.81,19.35,9.11,100.32,2.95,254.69
2010,8,28,25.66,91.75,18.92,30.63,100.34,2.57,218.38
2010,8,29,25.7,89.19,18.31,5.31,100.45,2.66,258.12
2010,8,30,26.49,87.56,18.86,0.18,100.31,2.97,261.56
2010,8,31,26.97,87.19,19.35,0.41,100.14,3.37,256.5
2010,9,1,27.15,88.56,19.9,2.82,100.13,2.96,251.75
2010,9,2,26.92,90.19,20.02,4.13,100.23,3.02,223.69
2010,9,3,26.95,87.75,19.41,6.9,100.28,2.95,227.62
2010,9,4,26.26,88.88,18.92,2.45,100.33,3.23,243.06
2010,9,5,26.84,86.31,18.92,0.7,100.34,2.67,253.88
2010,9,6,26.58,88.25,19.17,3.09,100.28,2.58,204.81
2010,9,7,27.21,87.25,19.65,0.52,100.25,3.33,179.56
2010,9,8,26.84,87.44,19.23,1.63,100.39,2.3,169.12
2010,9,9,26.9,86.69,19.04,0.5,100.44,2.12,223.31
2010,9,10,26.41,88.25,18.92,0,100.38,2.64,204.5
2010,9,11,26.79,85.69,18.74,2.64,100.38,1.48,210.25
2010,9,12,26.7,86.5,18.86,30.91,100.42,1.49,183.56
2010,9,13,26.44,85.81,18.43,2.89,100.34,1.38,182.56
2010,9,14,27.07,83.81,18.68,9.38,100.32,1.25,227.62
2010,9,15,27.19,82.12,18.37,3.67,100.31,1.28,257
2010,9,16,25.99,91.56,19.29,42.56,100.31,1.8,161.38
2010,9,17,25.72,90.75,18.74,5.91,100.27,2.57,138.56
2010,9,18,26.37,87.38,18.68,3.89,100.31,2.04,148.75
2010,9,19,27.04,86.38,19.23,2.58,100.24,2.04,150.5
2010,9,20,26.97,88.06,19.59,30.3,100.25,1.7,196.56
2010,9,21,27.06,87.31,19.53,4.87,100.3,1.41,200.56
2010,9,22,26.99,86.75,19.29,1.06,100.28,2.51,153.69
2010,9,23,27.01,85.56,18.98,0.02,100.35,2.51,123.25
2010,9,24,27.3,85.62,19.29,1.26,100.33,1.92,137.94
2010,9,25,27.31,86.81,19.65,2.9,100.41,1.79,158.75
2010,9,26,27.1,87.88,19.65,2.73,100.43,2.52,138.56
2010,9,27,26.97,86.25,19.1,3.3,100.41,2.53,149.5
2010,9,28,27.52,83.62,19.1,21.5,100.39,0.91,167.44
2010,9,29,27.05,85.62,19.04,1.47,100.34,1.55,139.88
2010,9,30,27.14,82.31,18.31,2.4,100.17,2.12,205.5
2010,10,1,26.6,84.69,18.37,7.95,99.98,2.05,262.31
2010,10,2,25.57,91.81,18.92,1.2,99.93,4.15,198.06
2010,10,3,26.64,89.88,19.65,19.62,100.03,3.23,186.12
2010,10,4,26.28,91,19.47,60.13,100.18,2.94,192.94
2010,10,5,26.58,88.94,19.35,34.68,100.32,1.88,155.75
2010,10,6,26.99,86.31,19.23,0.21,100.37,1.59,232.31
2010,10,7,26.48,89.25,19.23,3.1,100.42,1.81,220.94
2010,10,8,26.45,82.81,17.76,2.93,100.39,1.26,279.19
2010,10,9,26.17,90.81,19.35,29.79,100.23,2.16,238.5
2010,10,10,25.75,95.44,19.9,52.01,100.16,2.8,268.88
2010,10,11,25.25,95.5,19.29,25.16,100.22,3.02,227.62
2010,10,12,25.85,92.25,19.23,5.34,100.35,2.49,240.75
2010,10,13,25.56,90.19,18.49,23.32,100.24,2.03,205.88
2010,10,14,25.33,93.88,19.04,13.08,100.12,2.71,237.94
2010,10,15,25.32,93,18.86,13.99,100.07,4.17,227
2010,10,16,25.84,90,18.74,0.43,100.19,3.23,210.44
2010,10,17,26.24,90.38,19.23,5.3,100.28,2.42,197.88
2010,10,18,25.96,90.12,18.86,0.19,100.38,2.12,230.12
2010,10,19,25.51,90.44,18.43,1.96,100.37,2.45,275.94
2010,10,20,25.66,93.69,19.35,5.96,100.25,2.36,279.56
2010,10,21,26.3,89.94,19.29,34.65,100.09,1.84,269.38
